#summary stats forbatch processing of regression models
# timestamp: 2020-04-28 10:43:36
"ID","file_name","slope","p_val","r2"
1,"ranFile001.csv",0.00607446840708955,0.959238948430005,4.31726908596565e-05
2,"ranFile002.csv",0.140527203023763,0.211003160701224,0.0165933659624225
3,"ranFile003.csv",0.177372760851865,0.148503360932764,0.0262417121704573
4,"ranFile004.csv",0.195844909367662,0.224023986569485,0.0319674108795246
5,"ranFile005.csv",0.174244597128519,0.143808759473941,0.0265181652181638
6,"ranFile006.csv",-0.172451493026153,0.634332708625744,0.0194605165271993
7,"ranFile007.csv",0.0153484101523182,0.924068756661759,0.000307839075051306
8,"ranFile008.csv",0.060286925176189,0.684738675685018,0.00438568500247219
9,"ranFile009.csv",0.095434571338609,0.543397344100111,0.00743200670205668
10,"ranFile010.csv",-0.127638103694117,0.623386483581186,0.0122854994995803
11,"ranFile011.csv",0.0129381652046827,0.911537086329641,0.000188422527415215
12,"ranFile012.csv",-0.0696787994992649,0.534468493109073,0.00445111985511783
13,"ranFile013.csv",0.18876959583633,0.61015865602288,0.0300635176898043
14,"ranFile014.csv",-0.00332859375099954,0.975997028072571,1.28403873798673e-05
15,"ranFile015.csv",0.256599573489453,0.0261306833707111,0.0618385875339837
16,"ranFile016.csv",0.207335503746292,0.0694125330481478,0.0505910515498542
17,"ranFile017.csv",0.0517070372925291,0.57804594670596,0.00345100358869155
18,"ranFile018.csv",0.138313101441585,0.417665092536168,0.0287639142034031
19,"ranFile019.csv",0.0804894783685734,0.44176743455083,0.00885778722392044
20,"ranFile020.csv",0.0285381443559325,0.848955396746635,0.000630589982109578
21,"ranFile021.csv",-0.049385282486295,0.670308708297886,0.00191603023560339
22,"ranFile022.csv",0.0475871374334453,0.64731049655701,0.00238918853385811
23,"ranFile023.csv",-0.27188660742373,0.0820304489191506,0.0774660640802151
24,"ranFile024.csv",0.00719536032635276,0.951084833703362,5.74493524790867e-05
25,"ranFile025.csv",0.0554309989622233,0.649841613128623,0.00324029859604501
26,"ranFile026.csv",-0.278542963217997,0.0570572841353172,0.0996123836562079
27,"ranFile027.csv",0.186885263736298,0.187906865011382,0.0344202029243874
28,"ranFile028.csv",0.0146824494035724,0.909342078299981,0.000200997348900191
29,"ranFile029.csv",-0.215838926788022,0.0494894464691586,0.0532590852492442
30,"ranFile030.csv",0.156324992930296,0.478029808508629,0.0231327029184782
31,"ranFile031.csv",0.13810498213914,0.182008590419463,0.0197038751337848
32,"ranFile032.csv",0.240554546226736,0.217893109177872,0.0518642637062972
33,"ranFile033.csv",-0.0335380080970233,0.823025708449576,0.000854672740633335
34,"ranFile034.csv",-0.00127486885017728,0.997283971698683,1.10232825795889e-06
35,"ranFile035.csv",-0.183580599647876,0.382372585604305,0.0403893336442612
36,"ranFile036.csv",0.177759107810965,0.194706477269396,0.0333993547691762
37,"ranFile037.csv",-0.0794684128709006,0.549990652766941,0.00719246445478343
38,"ranFile038.csv",0.0607768101062297,0.672569864246313,0.00289992530510057
39,"ranFile039.csv",-0.0839761432133093,0.42602201259473,0.00738348819398764
40,"ranFile040.csv",-0.0569976905814433,0.711138740196968,0.00300938683103376
41,"ranFile041.csv",0.360482360846078,0.189205874436642,0.0991322760580979
42,"ranFile042.csv",0.225361953852628,0.396188985447055,0.0559084584454357
43,"ranFile043.csv",-0.170498525720284,0.57096319136805,0.0204897004504938
44,"ranFile044.csv",0.0981246387752126,0.680795521879537,0.00717377403528083
45,"ranFile045.csv",-0.0207041979082558,0.881094521152894,0.000461203616437689
46,"ranFile046.csv",0.00784433109268047,0.941071758527469,6.03794706358384e-05
47,"ranFile047.csv",0.119617240551121,0.490298141001508,0.0133138789282296
48,"ranFile048.csv",-0.154314626537575,0.196355635908247,0.0218662421187736
49,"ranFile049.csv",0.228286925711395,0.0385028223135031,0.0518081066682264
50,"ranFile050.csv",-0.00313357115296959,0.976182591043575,1.10721322964762e-05
51,"ranFile051.csv",0.0292928709995082,0.863135735643769,0.000771486050380133
52,"ranFile052.csv",0.105495300840106,0.357236026604684,0.0119501377429613
53,"ranFile053.csv",0.0398504636809119,0.768359995600095,0.00186358019810877
54,"ranFile054.csv",-0.0238028263184302,0.856149579787114,0.0006504812172961
55,"ranFile055.csv",-0.111216664172736,0.441330370673867,0.0129435903082491
56,"ranFile056.csv",-0.0655532900053081,0.635726284104499,0.00389441549093696
57,"ranFile057.csv",-0.141540080824013,0.343168260853749,0.019136927443923
58,"ranFile058.csv",0.390158728639124,0.0321925824111304,0.153609490051858
59,"ranFile059.csv",-0.0765488126201077,0.659392667550721,0.00478472451139292
60,"ranFile060.csv",-0.108627560346105,0.38018358809343,0.0148414353889984
61,"ranFile061.csv",0.144695637919258,0.309196856824919,0.0210945263948373
62,"ranFile062.csv",-0.319145369656043,0.00158799352719468,0.125288360364012
63,"ranFile063.csv",0.0557692465344125,0.615496240164007,0.00291186758969723
64,"ranFile064.csv",-0.153848214911171,0.226223133262567,0.0189604960929221
65,"ranFile065.csv",-0.040157286149311,0.711144887016462,0.00164096977519796
