# Simulated random data file for batch processing
# timestamp: 2020-04-28 09:44:59
# AEH
#  --------------------------------

"var_x","var_y"
0.765124321682379,0.50471109803766
0.465008341707289,0.297602710779756
0.450035951798782,0.633007664699107
0.0421146696899086,0.0345801666844636
0.0975406074430794,0.807700553908944
0.96397429285571,0.964401124743745
0.558011061744764,0.292929120594636
0.276491305790842,0.142665146617219
0.645890407031402,0.890251631615683
0.454086218727753,0.596345464233309
0.17223119083792,0.259030970511958
0.186913416022435,0.396450257394463
0.382427541771904,0.316365729318932
0.506665902445093,0.0575219069141895
0.122131722979248,0.116975906072184
0.581839160062373,0.634499342180789
0.87405690853484,0.926415119087324
0.282946724444628,0.380694794468582
0.584237655391917,0.110263751354069
0.813357718288898,0.53171112248674
0.205847741337493,0.59229328064248
0.0339992335066199,0.167528143385425
0.671016349690035,0.909455824643373
0.751164064276963,0.830333938123658
0.569185404805467,0.470255024731159
0.247490531299263,0.999232723377645
0.379557800246403,0.484788681846112
0.369540709070861,0.316067553358153
0.977585694286972,0.788886091671884
0.506611224962398,0.556657208828256
0.335273058852181,NA
0.577032608212903,0.955871559912339
0.344997091917321,0.554838835028931
0.201293467544019,0.924891578033566
0.686625629197806,0.981348531553522
0.636018252000213,0.117065999889746
0.856268445961177,0.098959136987105
0.659080577315763,0.697526769014075
0.0207611387595534,0.810129293939099
0.583216954721138,0.991812702035531
0.679793781368062,0.645435193320736
0.442549919476733,0.538902399362996
0.941980592207983,0.239600667264313
0.881027231691405,0.0856894857715815
0.718720885226503,0.698416902916506
0.0558277745731175,0.244124908698723
0.346363100456074,0.00454341783188283
0.804530057124794,0.362894266378134
0.978844775585458,0.724218816962093
0.44193575438112,0.00477878795936704
0.0144797472748905,0.116559985559434
0.489464516518638,0.133150681620464
0.0777483198326081,0.787196956109256
0.0928766748402268,0.974721149075776
0.57723768427968,0.658059214241803
0.30329621466808,0.0754548450931907
0.183347458485514,0.888125600293279
0.813517982140183,0.345296634128317
0.682910552015528,0.6633186689578
0.863769335439429,0.0246739990543574
0.998500141315162,0.0547370312269777
0.565801590913907,0.33836418017745
0.500671800225973,0.605257732793689
0.351539573865011,0.538028051611036
0.459215992596,0.772269040346146
0.400070598348975,0.914993687998503
0.23328748322092,0.797903798986226
0.706121260998771,0.0892182942479849
0.0619530177209526,0.200580172939226
0.800395543221384,0.631603854708374
0.132169453892857,0.514781267615035
0.314933060202748,0.875192106235772
0.504434762289748,0.368835111381486
0.767250588396564,0.328375122509897
NA,0.638308957917616
0.278202012646943,0.579497578786686
0.458778887987137,0.16221784427762
0.0547273992560804,0.609333839733154
0.706825739471242,0.589675397146493
0.635939095402136,0.302569621475413
0.21758029400371,0.00149154453538358
0.985443241661415,0.649960245471448
0.185931139159948,0.136108693666756
0.112342147855088,0.396532659884542
0.32858526497148,0.0183054155204445
0.081559004727751,0.892837456194684
0.547346363542601,0.17006372474134
0.846104964846745,0.748083500657231
0.391459433594719,0.906461590435356
0.721639823168516,0.667192959459499
0.836357922526076,0.66072105220519
0.154146157437935,0.333014511270449
0.81623697350733,0.899512897478417
0.808703782036901,0.996770387515426
0.912620937917382,0.674344947794452
0.35532675916329,0.431855532340705
0.154401199193671,0.38520222180523
0.438743634847924,0.11094471742399
