# Simulated random data file for batch processing
# timestamp: 2020-04-28 09:45:05
# AEH
#  --------------------------------

"var_x","var_y"
0.835180569672957,0.91151514952071
0.0817556311376393,0.0151844515930861
0.621508039534092,0.310325922677293
0.649127853335813,NA
0.780672305263579,0.294617884792387
0.385234649758786,0.652705586282536
NA,0.602359706535935
0.506811025319621,0.511946000624448
0.16237059305422,0.815325706033036
NA,0.299178914166987
0.956141156842932,0.594294265611097
0.305744717363268,0.132804420311004
0.807945670327172,0.00253311404958367
0.64274287270382,0.660676261875778
NA,0.641987352864817
0.951733507215977,0.890348247019574
0.943408406805247,0.995526489801705
0.500989154214039,0.938911881530657
NA,0.301857622805983
0.414780581602827,0.3735037939623
0.822192548308522,NA
0.957139924634248,NA
0.197489730315283,0.551739307586104
0.609933203319088,0.726677520666271
0.355583949945867,0.83253680402413
0.357424552086741,NA
0.303422334138304,0.205337496474385
