# Simulated random data file for batch processing
# timestamp: 2020-04-28 09:45:09
# AEH
#  --------------------------------

"var_x","var_y"
0.217280888697132,0.0386284862179309
NA,0.672271041665226
0.755216506076977,0.337486245669425
0.689024042105302,0.985861753579229
0.381470093503594,0.869473092490807
0.145366561599076,0.781822907505557
0.996385759208351,0.88941403105855
0.570791935315356,0.355899318354204
0.331099535571411,0.58329282165505
0.952913764398545,0.852316521806642
0.426569924456999,0.432248407276347
0.459321942413226,0.463383925845847
0.311318086227402,0.488398532150313
0.31871305569075,0.0959422832820565
0.562623312463984,0.666205378482118
0.322971270885319,0.498193082865328
0.625165125820786,NA
0.214619982987642,0.932288769399747
0.11728731659241,0.152542904485017
0.161531709367409,0.748563318047673
0.906361796893179,0.0898598812054843
0.644190366147086,0.851540451170877
0.757845180574805,0.719671756029129
0.380840885220096,0.944582236232236
0.9565177669283,0.744576411088929
0.858614124823362,0.487933683674783
0.137809854466468,0.175512728281319
0.768346320139244,0.864880612585694
0.797381171956658,0.81721492158249
0.619882039260119,0.404551517684013
0.817387456540018,0.829004918690771
0.0201351621653885,0.902543484931812
0.64589010248892,0.144819197710603
NA,0.613638374954462
0.039044588804245,0.898411984555423
0.289232536451891,0.862684457097203
0.820919438498095,0.597991709597409
0.862329756375402,0.265227691503242
0.160932102240622,0.477030858397484
0.093968098750338,0.994563779560849
0.788105682469904,0.844004440121353
0.307349282782525,0.868046715855598
0.0342751899734139,0.110921945422888
0.646749676438048,0.985690581146628
0.307417597388849,0.870895448606461
0.106810303870589,0.341437171446159
0.761523582506925,0.306349274236709
0.622476479038596,0.0858869242947549
0.565061471657827,0.380608230363578
0.152136999880895,0.848304611165076
0.228963787201792,0.980938656022772
0.409964012214914,0.901510666357353
0.328546396689489,0.0459426017478108
0.513542865635827,0.936162879690528
0.866458413889632,0.048126257956028
0.89337328937836,0.558896468486637
0.174782852875069,0.61602964787744
0.089550795732066,0.961516002658755
0.783493091352284,0.199394472176209
0.76092839287594,0.222275222185999
0.402141961501911,0.433834158349782
0.55029684654437,NA
0.942845011129975,0.643667276017368
0.414478910621256,0.289648689562455
0.553018339909613,0.807480129646137
